transaction_id,customer_id,age,account_balance,transaction_amount,transaction_type,merchant_category,device_type,transaction_location,is_foreign_transaction,failed_attempts_last_24h,avg_transaction_amount,transaction_frequency_24h,amount_deviation,is_fraud
TXN9094,CUST1206,67,178078,498.48,POS,Travel,Mobile,UK,1,3,828,8,329.52,0
TXN9095,CUST1229,47,175383,1193.77,UPI,Restaurant,Mobile,Nigeria,1,0,4647,2,3453.23,0
TXN9096,CUST1153,70,197416,7662.25,POS,Travel,Web,Nigeria,1,2,3394,1,4268.25,0
TXN9097,CUST1706,45,447650,4371.36,ATM,Travel,Web,UK,0,5,4627,2,255.64,1
TXN9098,CUST993,61,406299,1899.34,ATM,Restaurant,Web,UK,1,0,2086,7,186.66,0
TXN9099,CUST512,46,222018,6471.74,ATM,Travel,Mobile,Nigeria,1,4,3811,7,2660.74,1
TXN9100,CUST1459,43,88099,898.14,POS,Restaurant,Mobile,USA,1,3,4218,3,3319.86,0
TXN9101,CUST1704,38,367338,2176.48,POS,Grocery,Mobile,Nigeria,1,1,3734,6,1557.52,0
TXN9102,CUST1335,55,271604,5641.87,POS,Travel,Mobile,USA,1,1,3738,4,1903.87,0
TXN9103,CUST1778,59,307149,2133.2,ATM,Travel,Mobile,UK,0,0,2461,7,327.8,0
TXN9104,CUST1110,29,273756,7038.99,POS,Restaurant,Web,USA,1,3,4310,6,2728.99,0
TXN9105,CUST412,61,306831,3628.4,POS,Grocery,Web,USA,0,2,4487,6,858.6,0
TXN9106,CUST670,31,381614,8753.25,POS,Travel,Mobile,Nigeria,1,0,4148,3,4605.25,0
TXN9107,CUST100,45,32492,639.38,UPI,Grocery,Web,USA,1,3,785,1,145.62,0
TXN9108,CUST1843,34,149182,5428.72,POS,Electronics,Web,Nigeria,1,4,4974,6,454.72,1
TXN9109,CUST1547,39,39854,1320.97,UPI,Travel,Web,USA,0,3,1171,1,149.97,0
TXN9110,CUST667,38,420273,4870.79,ATM,Travel,Web,UK,0,5,4624,8,246.79,1
TXN9111,CUST208,66,184509,2053.27,Online,Grocery,Web,UK,1,1,1112,7,941.27,0
TXN9112,CUST1776,19,174180,3067.57,Online,Restaurant,Mobile,USA,1,2,3048,2,19.57,0
TXN9113,CUST1170,33,256934,983.22,POS,Grocery,Mobile,Nigeria,0,1,1810,2,826.78,0
TXN9114,CUST260,21,378161,4522.4,UPI,Electronics,Web,USA,1,1,4320,1,202.4,0
TXN9115,CUST1990,53,399077,2711.41,ATM,Electronics,Mobile,Nigeria,0,3,2054,8,657.41,0
TXN9116,CUST804,27,425094,1832.29,ATM,Electronics,Mobile,UK,0,5,2625,6,792.71,1
TXN9117,CUST900,37,321300,1016.07,ATM,Travel,Web,UK,1,1,1286,5,269.93,0
TXN9118,CUST547,43,376811,1927.58,POS,Travel,Mobile,Nigeria,1,5,1350,5,577.58,1
TXN9119,CUST399,19,411095,1418.42,Online,Travel,Mobile,India,0,2,1264,7,154.42,0
TXN9120,CUST1746,45,293343,818.77,ATM,Travel,Mobile,UK,1,4,2265,2,1446.23,1
TXN9121,CUST570,63,432025,2458.01,POS,Travel,Mobile,USA,0,0,1769,1,689.01,0
TXN9122,CUST1280,20,101916,5735.33,Online,Restaurant,Web,India,0,4,4191,7,1544.33,1
TXN9123,CUST1931,37,8904,851.31,POS,Grocery,Web,UK,1,2,1256,8,404.69,0
TXN9124,CUST1680,40,81875,472.04,UPI,Grocery,Web,India,1,4,989,6,516.96,1
TXN9125,CUST1061,52,234861,100.0,Online,Electronics,Mobile,UK,1,0,4298,9,4198.0,0
TXN9126,CUST47,41,82137,2820.22,ATM,Travel,Web,India,1,2,4256,9,1435.78,0
TXN9127,CUST1703,44,287001,1594.08,ATM,Grocery,Mobile,India,1,2,1327,3,267.08,0
TXN9128,CUST1786,41,346374,3237.99,UPI,Travel,Mobile,USA,0,3,4772,5,1534.01,0
TXN9129,CUST1985,38,442986,1379.4,ATM,Travel,Web,UK,0,5,1591,5,211.6,1
TXN9130,CUST1778,54,268717,2337.91,ATM,Restaurant,Mobile,India,0,3,1730,8,607.91,0
TXN9131,CUST578,19,157586,1586.19,ATM,Grocery,Mobile,UK,1,4,1689,7,102.81,1
TXN9132,CUST1447,18,42334,1349.6,ATM,Grocery,Web,USA,0,2,4576,8,3226.4,0
TXN9133,CUST1635,48,471510,3910.88,POS,Grocery,Mobile,USA,1,2,3081,1,829.88,0
TXN9134,CUST1727,34,347512,1618.39,UPI,Restaurant,Web,UK,1,4,1616,8,2.39,1
TXN9135,CUST704,46,24000,5408.66,POS,Grocery,Mobile,India,0,0,3149,6,2259.66,0
TXN9136,CUST1301,36,265965,1766.29,UPI,Electronics,Mobile,USA,0,3,1098,1,668.29,0
TXN9137,CUST812,52,31673,4212.98,ATM,Grocery,Mobile,Nigeria,0,2,4723,7,510.02,0
TXN9138,CUST1481,63,300226,1623.99,UPI,Electronics,Mobile,Nigeria,1,0,907,9,716.99,0
TXN9139,CUST932,67,368748,2270.08,UPI,Grocery,Mobile,India,1,0,4722,8,2451.92,0
TXN9140,CUST130,19,198673,5251.49,ATM,Grocery,Web,Nigeria,0,2,4563,4,688.49,0
TXN9141,CUST1118,47,310119,2291.41,POS,Grocery,Mobile,USA,0,4,2047,10,244.41,1
TXN9142,CUST1005,47,215253,197.07,UPI,Electronics,Web,UK,0,3,1593,10,1395.93,0
TXN9143,CUST188,47,280765,668.83,Online,Grocery,Mobile,India,0,4,523,3,145.83,1
TXN9144,CUST964,27,321470,7059.28,UPI,Travel,Web,USA,0,5,3784,8,3275.28,1
TXN9145,CUST1974,44,342766,464.43,POS,Grocery,Web,India,0,2,2256,9,1791.57,0
TXN9146,CUST936,43,13930,635.94,UPI,Travel,Web,UK,1,0,1612,3,976.06,0
TXN9147,CUST712,65,14403,4745.64,Online,Travel,Web,UK,0,5,4511,10,234.64,1
TXN9148,CUST1567,25,302593,580.18,UPI,Restaurant,Mobile,USA,1,2,552,10,28.18,0
TXN9149,CUST326,69,29791,4007.09,UPI,Travel,Web,India,0,5,3771,2,236.09,1
TXN9150,CUST21,31,66601,1878.97,POS,Electronics,Web,USA,1,1,4600,7,2721.03,0
TXN9151,CUST489,62,192731,664.22,UPI,Electronics,Mobile,Nigeria,0,3,741,4,76.78,0
TXN9152,CUST17,22,285095,5387.67,ATM,Electronics,Web,USA,1,1,4052,9,1335.67,0
TXN9153,CUST1926,66,234896,1937.24,POS,Restaurant,Web,USA,1,4,1236,8,701.24,1
TXN9154,CUST1971,69,375787,5072.41,Online,Electronics,Web,UK,0,5,3189,1,1883.41,1
TXN9155,CUST1182,56,407726,1240.37,UPI,Grocery,Web,Nigeria,1,1,1092,10,148.37,0
TXN9156,CUST525,65,8994,1364.2,ATM,Travel,Web,UK,0,2,1255,2,109.2,0
TXN9157,CUST451,21,51886,3233.77,UPI,Grocery,Web,UK,0,3,2962,3,271.77,0
TXN9158,CUST48,56,466508,3300.04,UPI,Electronics,Web,UK,1,4,2840,1,460.04,1
TXN9159,CUST1066,28,40260,1376.46,Online,Grocery,Web,UK,0,2,4642,9,3265.54,0
TXN9160,CUST663,34,147329,100.0,ATM,Travel,Mobile,USA,0,3,629,6,529.0,0
TXN9161,CUST892,44,398285,831.13,UPI,Restaurant,Web,UK,0,5,974,1,142.87,1
TXN9162,CUST1555,40,18839,587.82,ATM,Electronics,Web,Nigeria,0,0,530,2,57.82,0
TXN9163,CUST899,70,163703,2995.75,ATM,Restaurant,Web,USA,0,5,2992,10,3.75,1
TXN9164,CUST7,64,331925,772.19,UPI,Grocery,Mobile,Nigeria,0,4,953,8,180.81,1
TXN9165,CUST803,57,282708,3486.83,Online,Restaurant,Web,Nigeria,0,3,4607,5,1120.17,0
TXN9166,CUST1366,40,53506,1266.46,POS,Restaurant,Mobile,India,1,5,1412,2,145.54,1
TXN9167,CUST814,67,73917,10244.96,UPI,Electronics,Web,Nigeria,1,0,4724,7,5520.96,0
TXN9168,CUST984,25,285974,2174.34,UPI,Electronics,Mobile,Nigeria,1,4,2158,3,16.34,1
TXN9169,CUST1954,34,262904,320.94,UPI,Restaurant,Mobile,India,0,0,524,7,203.06,0
TXN9170,CUST980,38,422985,5320.9,POS,Restaurant,Web,India,0,2,3150,5,2170.9,0
TXN9171,CUST1499,37,76406,4172.4,Online,Grocery,Web,India,0,5,1970,6,2202.4,1
TXN9172,CUST883,51,485668,2406.23,UPI,Electronics,Web,UK,0,2,1927,8,479.23,0
TXN9173,CUST1516,56,479903,3080.78,ATM,Restaurant,Web,USA,0,0,4589,10,1508.22,0
TXN9174,CUST921,22,313291,3320.06,UPI,Electronics,Web,India,1,4,2657,4,663.06,1
TXN9175,CUST1715,24,360378,877.2,Online,Travel,Mobile,USA,0,2,908,5,30.8,0
TXN9176,CUST1246,50,317843,2889.16,UPI,Grocery,Web,UK,0,0,2636,3,253.16,0
TXN9177,CUST248,46,313183,6232.88,Online,Grocery,Web,USA,0,1,2723,6,3509.88,0
TXN9178,CUST763,27,361569,1053.39,Online,Restaurant,Mobile,UK,0,3,758,9,295.39,0
TXN9179,CUST1829,67,254147,4555.58,POS,Restaurant,Web,India,0,2,4614,9,58.42,0
TXN9180,CUST663,31,432979,3820.72,UPI,Travel,Mobile,Nigeria,1,3,2520,10,1300.72,0
TXN9181,CUST277,53,324000,5824.26,POS,Travel,Web,USA,1,0,4112,6,1712.26,0
TXN9182,CUST366,31,318213,377.95,UPI,Electronics,Mobile,Nigeria,1,2,1775,7,1397.05,0
TXN9183,CUST567,19,245072,410.12,ATM,Travel,Mobile,USA,0,5,687,3,276.88,1
TXN9184,CUST1054,64,440142,100.0,UPI,Electronics,Mobile,Nigeria,0,0,775,10,675.0,0
TXN9185,CUST1162,21,262357,803.7,POS,Grocery,Web,USA,1,5,760,7,43.7,1
TXN9186,CUST854,22,95173,2594.08,POS,Travel,Mobile,USA,1,3,4372,2,1777.92,0
TXN9187,CUST1339,69,293968,2296.99,POS,Restaurant,Mobile,UK,0,4,1496,10,800.99,1
TXN9188,CUST286,63,351503,4283.35,UPI,Restaurant,Mobile,Nigeria,0,5,3487,1,796.35,1
TXN9189,CUST686,19,486605,7620.34,POS,Grocery,Mobile,Nigeria,1,2,4203,2,3417.34,0
TXN9190,CUST159,50,53196,2712.85,Online,Grocery,Web,USA,1,1,1620,1,1092.85,0
TXN9191,CUST129,62,432297,4711.77,Online,Restaurant,Mobile,USA,1,2,2813,6,1898.77,0
TXN9192,CUST511,21,167252,5420.81,ATM,Electronics,Mobile,Nigeria,1,2,4850,4,570.81,0
TXN9193,CUST284,36,473528,1831.79,ATM,Travel,Web,USA,0,4,3320,10,1488.21,1
TXN9194,CUST729,32,140775,3294.37,POS,Grocery,Mobile,UK,1,4,3235,7,59.37,1
TXN9195,CUST1252,38,377539,842.17,ATM,Restaurant,Mobile,UK,0,1,540,10,302.17,0
TXN9196,CUST1435,59,415589,5141.96,Online,Travel,Web,UK,0,1,3737,2,1404.96,0
TXN9197,CUST1147,23,226737,517.51,ATM,Travel,Mobile,USA,1,2,2226,10,1708.49,0
TXN9198,CUST710,44,93193,554.92,Online,Grocery,Web,Nigeria,1,5,2282,5,1727.08,1
TXN9199,CUST1315,48,70633,1726.56,UPI,Travel,Web,USA,0,0,1483,1,243.56,0
TXN9200,CUST499,64,356516,1195.05,Online,Travel,Web,Nigeria,0,0,667,7,528.05,0
TXN9201,CUST573,47,273786,6664.16,POS,Electronics,Mobile,UK,1,4,4562,9,2102.16,1
TXN9202,CUST712,40,12312,4336.01,ATM,Electronics,Web,Nigeria,0,3,3361,8,975.01,0
TXN9203,CUST799,18,344147,2987.3,ATM,Grocery,Mobile,UK,1,5,2037,10,950.3,1
TXN9204,CUST800,57,134526,1554.21,POS,Grocery,Web,UK,1,3,1470,8,84.21,0
TXN9205,CUST886,39,128967,3707.95,ATM,Restaurant,Mobile,USA,0,2,2660,5,1047.95,0
TXN9206,CUST349,31,111655,4800.1,Online,Restaurant,Web,India,1,2,3549,8,1251.1,0
TXN9207,CUST441,54,485709,2416.41,Online,Restaurant,Web,Nigeria,0,4,2132,1,284.41,1
TXN9208,CUST932,62,342255,1258.23,POS,Restaurant,Web,India,1,1,1092,7,166.23,0
TXN9209,CUST199,32,139663,973.85,ATM,Travel,Mobile,UK,1,2,1279,1,305.15,0
TXN9210,CUST1372,36,123106,882.42,Online,Electronics,Web,USA,1,2,4107,1,3224.58,0
TXN9211,CUST932,27,224216,892.04,POS,Travel,Web,Nigeria,1,4,1119,8,226.96,1
TXN9212,CUST449,27,108093,5070.58,Online,Travel,Web,Nigeria,0,0,4997,8,73.58,0
TXN9213,CUST1079,19,58093,3032.36,POS,Restaurant,Web,UK,1,1,3464,3,431.64,0
TXN9214,CUST774,58,6683,735.72,POS,Electronics,Web,India,1,0,522,8,213.72,0
TXN9215,CUST585,59,110499,2923.16,POS,Grocery,Mobile,UK,1,5,2433,5,490.16,1
TXN9216,CUST161,35,62467,3820.13,ATM,Travel,Mobile,UK,1,5,2218,6,1602.13,1
TXN9217,CUST1512,65,289489,2924.77,UPI,Electronics,Mobile,India,1,2,2058,3,866.77,0
TXN9218,CUST18,24,347009,1823.26,UPI,Restaurant,Mobile,UK,1,5,1483,4,340.26,1
TXN9219,CUST1106,48,182634,5684.91,POS,Restaurant,Mobile,USA,1,1,4059,1,1625.91,0
TXN9220,CUST795,19,26678,2127.67,ATM,Travel,Web,UK,0,2,4717,7,2589.33,0
TXN9221,CUST902,50,360747,349.24,ATM,Travel,Web,UK,0,2,537,2,187.76,0
TXN9222,CUST771,18,6724,562.04,Online,Electronics,Web,Nigeria,1,4,1393,5,830.96,1
TXN9223,CUST834,40,311293,1337.63,Online,Electronics,Web,Nigeria,1,3,2080,7,742.37,0
TXN9224,CUST1749,31,241048,3101.75,Online,Travel,Mobile,USA,1,1,4687,6,1585.25,0
TXN9225,CUST1029,64,441743,1474.31,Online,Grocery,Web,USA,1,3,1513,9,38.69,0
TXN9226,CUST188,33,312443,4105.38,POS,Restaurant,Web,UK,1,3,4066,5,39.38,0
TXN9227,CUST45,55,421987,536.37,ATM,Restaurant,Mobile,UK,1,4,2045,2,1508.63,1
TXN9228,CUST586,40,398195,294.53,ATM,Travel,Web,India,1,2,1706,3,1411.47,0
TXN9229,CUST1980,35,443866,1066.91,Online,Restaurant,Mobile,India,1,4,1029,10,37.91,1
TXN9230,CUST942,40,483805,1094.26,POS,Restaurant,Web,UK,0,5,1165,4,70.74,1
TXN9231,CUST1710,30,15261,516.05,ATM,Electronics,Web,USA,1,0,1164,6,647.95,0
TXN9232,CUST1050,55,254766,4839.57,ATM,Grocery,Web,Nigeria,0,2,3922,10,917.57,0
TXN9233,CUST1312,32,127123,7474.35,ATM,Travel,Mobile,USA,1,5,4081,7,3393.35,1
TXN9234,CUST1889,49,292197,3591.58,POS,Grocery,Mobile,USA,0,2,2121,4,1470.58,0
TXN9235,CUST501,66,472310,6729.51,ATM,Electronics,Web,Nigeria,1,4,3556,4,3173.51,1
TXN9236,CUST502,52,279336,4728.28,POS,Grocery,Mobile,USA,1,0,3671,10,1057.28,0
TXN9237,CUST1896,65,350120,5962.93,UPI,Electronics,Web,UK,1,3,4008,10,1954.93,0
TXN9238,CUST550,19,393958,4884.36,Online,Restaurant,Web,UK,1,1,4148,6,736.36,0
TXN9239,CUST1944,69,261449,3167.86,POS,Grocery,Mobile,Nigeria,0,0,3710,1,542.14,0
TXN9240,CUST1722,43,348737,2360.26,POS,Travel,Web,Nigeria,1,5,2741,1,380.74,1
TXN9241,CUST178,39,417749,1336.87,ATM,Travel,Web,India,0,3,4539,10,3202.13,0
TXN9242,CUST1784,21,51706,3188.84,Online,Travel,Mobile,UK,0,5,3555,7,366.16,1
TXN9243,CUST1876,50,47044,3473.46,ATM,Grocery,Web,USA,1,2,3047,2,426.46,0
TXN9244,CUST1857,69,257626,275.64,UPI,Restaurant,Mobile,USA,1,5,1130,4,854.36,1
TXN9245,CUST1147,70,380861,100.0,POS,Grocery,Web,Nigeria,0,0,1754,8,1654.0,0
TXN9246,CUST1198,29,366294,1878.01,Online,Travel,Mobile,India,0,4,2429,1,550.99,1
TXN9247,CUST797,70,312949,4785.21,POS,Restaurant,Mobile,India,1,5,4803,9,17.79,1
TXN9248,CUST1880,21,162564,1840.89,ATM,Restaurant,Mobile,Nigeria,0,3,4767,4,2926.11,0
TXN9249,CUST162,62,8449,6059.25,UPI,Travel,Web,USA,1,2,3097,2,2962.25,0
TXN9250,CUST1723,62,205128,2647.3,POS,Travel,Web,UK,1,5,3515,9,867.7,1
TXN9251,CUST768,34,55598,892.32,UPI,Travel,Mobile,India,0,5,584,9,308.32,1
TXN9252,CUST1790,68,479418,1490.06,UPI,Grocery,Web,USA,1,0,834,3,656.06,0
TXN9253,CUST1131,69,39505,4403.64,UPI,Travel,Web,USA,0,0,4405,1,1.36,0
TXN9254,CUST1864,69,259755,1343.68,UPI,Electronics,Mobile,UK,0,1,1363,5,19.32,0
TXN9255,CUST464,59,199986,368.73,ATM,Grocery,Mobile,India,1,1,610,3,241.27,0
TXN9256,CUST1960,21,5498,4077.81,UPI,Grocery,Web,USA,0,3,3511,6,566.81,0
TXN9257,CUST713,18,485136,1275.29,Online,Grocery,Web,USA,1,3,1941,7,665.71,0
TXN9258,CUST62,55,200503,2750.23,POS,Restaurant,Mobile,USA,1,0,3085,1,334.77,0
TXN9259,CUST63,19,4193,2005.06,UPI,Electronics,Mobile,UK,1,5,3427,9,1421.94,1
TXN9260,CUST1464,30,311349,2988.3,POS,Travel,Web,USA,1,1,2613,7,375.3,0
TXN9261,CUST965,41,138885,5431.76,UPI,Electronics,Mobile,India,1,0,4890,3,541.76,0
TXN9262,CUST1749,37,42508,1795.13,Online,Travel,Mobile,Nigeria,0,1,2793,2,997.87,0
TXN9263,CUST1372,65,187475,2179.15,POS,Travel,Mobile,UK,1,4,1641,5,538.15,1
TXN9264,CUST795,22,325812,3529.35,UPI,Electronics,Mobile,India,1,4,3258,10,271.35,1
TXN9265,CUST233,19,340625,1005.01,Online,Electronics,Mobile,UK,1,1,1209,8,203.99,0
TXN9266,CUST1021,61,207063,1937.55,Online,Grocery,Web,USA,0,3,4416,5,2478.45,0
TXN9267,CUST438,32,152384,3359.47,UPI,Electronics,Web,UK,1,4,3865,3,505.53,1
TXN9268,CUST959,48,294818,100.0,UPI,Travel,Mobile,India,1,0,702,3,602.0,0
TXN9269,CUST1830,46,110968,6864.06,UPI,Electronics,Web,UK,1,0,4474,7,2390.06,0
TXN9270,CUST376,54,320580,2747.63,ATM,Restaurant,Mobile,USA,0,4,2510,10,237.63,1
TXN9271,CUST118,18,64206,1217.36,POS,Grocery,Web,USA,1,0,1817,1,599.64,0
TXN9272,CUST104,38,440679,1120.69,POS,Grocery,Mobile,Nigeria,1,4,2448,4,1327.31,1
TXN9273,CUST1382,41,50710,2353.26,UPI,Electronics,Mobile,UK,1,1,2019,4,334.26,0
TXN9274,CUST1737,21,269841,2603.27,UPI,Travel,Mobile,UK,1,1,3997,9,1393.73,0
TXN9275,CUST764,66,148906,3630.52,ATM,Grocery,Web,India,0,3,3555,7,75.52,0
TXN9276,CUST1782,26,316246,3836.31,Online,Travel,Mobile,UK,0,5,3263,8,573.31,1
TXN9277,CUST1740,23,145139,1030.27,POS,Restaurant,Mobile,Nigeria,0,2,871,2,159.27,0
TXN9278,CUST584,67,180903,600.64,Online,Grocery,Mobile,UK,0,0,3188,4,2587.36,0
TXN9279,CUST1227,20,66458,1817.77,UPI,Travel,Web,UK,1,2,1974,5,156.23,0
TXN9280,CUST256,29,292583,770.1,UPI,Grocery,Mobile,UK,0,2,1647,9,876.9,0
TXN9281,CUST501,59,373488,584.69,UPI,Restaurant,Web,India,1,3,2374,10,1789.31,0
TXN9282,CUST1143,31,2901,976.54,ATM,Restaurant,Mobile,India,0,0,987,1,10.46,0
TXN9283,CUST154,34,335711,5061.47,UPI,Travel,Mobile,Nigeria,1,1,3400,7,1661.47,0
TXN9284,CUST1265,52,426290,1768.23,POS,Travel,Web,USA,0,1,2433,2,664.77,0
TXN9285,CUST574,23,276003,7252.44,ATM,Restaurant,Mobile,USA,0,3,4229,6,3023.44,0
TXN9286,CUST184,45,495303,6079.53,ATM,Restaurant,Mobile,UK,1,4,3850,7,2229.53,1
TXN9287,CUST1609,20,441209,1909.72,UPI,Grocery,Mobile,USA,1,4,4880,1,2970.28,1
TXN9288,CUST380,26,290534,7171.22,Online,Grocery,Web,USA,1,2,3519,10,3652.22,0
TXN9289,CUST183,53,412368,303.85,POS,Travel,Mobile,USA,0,0,682,2,378.15,0
TXN9290,CUST1313,23,452443,1777.9,UPI,Grocery,Mobile,USA,1,2,3144,5,1366.1,0
TXN9291,CUST1276,55,416839,5520.68,Online,Travel,Mobile,USA,1,5,3287,2,2233.68,1
TXN9292,CUST1005,63,270302,995.23,POS,Travel,Web,India,0,4,1088,4,92.77,1
TXN9293,CUST1870,48,71515,1910.23,Online,Grocery,Mobile,India,1,1,2808,2,897.77,0
TXN9294,CUST1256,28,446524,1373.6,UPI,Restaurant,Mobile,India,1,5,836,5,537.6,1
TXN9295,CUST1923,47,401878,2717.53,Online,Grocery,Mobile,USA,1,2,1813,6,904.53,0
TXN9296,CUST472,36,429215,3960.44,Online,Electronics,Web,India,1,3,3132,6,828.44,0
TXN9297,CUST1142,65,496010,3844.79,Online,Travel,Mobile,USA,1,0,4822,2,977.21,0
TXN9298,CUST1687,33,184392,2189.7,Online,Grocery,Mobile,UK,1,0,1918,5,271.7,0
TXN9299,CUST1096,31,221680,1647.56,ATM,Travel,Mobile,UK,1,1,1066,10,581.56,0
TXN9300,CUST1374,22,371901,3893.0,ATM,Grocery,Web,Nigeria,1,5,2682,10,1211.0,1
TXN9301,CUST342,61,328098,169.12,Online,Electronics,Web,USA,0,4,2209,10,2039.88,1
TXN9302,CUST1235,53,325331,859.82,POS,Restaurant,Web,UK,0,2,3390,8,2530.18,0
TXN9303,CUST819,21,38422,2640.44,Online,Restaurant,Web,India,0,0,4801,4,2160.56,0
TXN9304,CUST1897,37,431287,1836.83,ATM,Restaurant,Web,India,0,1,2582,1,745.17,0
TXN9305,CUST236,55,414183,3060.64,ATM,Travel,Mobile,UK,0,2,3127,2,66.36,0
TXN9306,CUST164,19,338870,838.61,POS,Restaurant,Web,UK,1,3,996,1,157.39,0
TXN9307,CUST480,51,391424,753.82,Online,Electronics,Mobile,UK,0,5,3711,8,2957.18,1
TXN9308,CUST198,25,188429,3033.78,UPI,Grocery,Mobile,UK,1,0,4668,5,1634.22,0
TXN9309,CUST853,70,404799,6740.98,ATM,Travel,Mobile,USA,1,3,4736,10,2004.98,0
TXN9310,CUST1374,38,222364,3495.94,POS,Travel,Mobile,Nigeria,0,0,4814,5,1318.06,0
TXN9311,CUST1466,50,463445,3202.85,ATM,Electronics,Mobile,Nigeria,1,0,3983,7,780.15,0
TXN9312,CUST874,58,207171,1833.69,Online,Restaurant,Mobile,Nigeria,0,4,2445,6,611.31,1
TXN9313,CUST525,62,403026,463.11,Online,Restaurant,Web,Nigeria,1,5,982,10,518.89,1
TXN9314,CUST102,65,14985,1414.43,UPI,Grocery,Web,India,0,0,3613,8,2198.57,0
TXN9315,CUST769,49,479284,2927.23,UPI,Travel,Web,USA,1,2,2495,4,432.23,0
TXN9316,CUST406,48,77032,5696.42,Online,Grocery,Web,UK,0,2,3812,10,1884.42,0
TXN9317,CUST1629,32,293888,1603.41,Online,Electronics,Web,Nigeria,0,4,2288,9,684.59,1
TXN9318,CUST1347,23,69411,5495.59,POS,Restaurant,Web,India,1,4,4580,8,915.59,1
TXN9319,CUST1326,59,11897,2789.32,ATM,Grocery,Web,India,1,3,2776,8,13.32,0
TXN9320,CUST1884,64,485905,3144.85,UPI,Electronics,Mobile,India,1,0,2494,8,650.85,0
TXN9321,CUST888,19,234330,5845.39,UPI,Grocery,Web,India,1,0,4188,2,1657.39,0
TXN9322,CUST1720,18,406333,737.01,Online,Electronics,Mobile,Nigeria,0,1,1305,10,567.99,0
TXN9323,CUST1776,18,115641,3648.01,POS,Grocery,Web,USA,1,0,2344,5,1304.01,0
TXN9324,CUST899,30,349924,1277.99,Online,Restaurant,Web,USA,0,4,1109,3,168.99,1
TXN9325,CUST388,29,56369,118.29,ATM,Electronics,Mobile,India,0,5,2172,8,2053.71,1
TXN9326,CUST202,33,337812,6155.42,ATM,Electronics,Web,UK,1,4,2703,2,3452.42,1
TXN9327,CUST1215,38,117373,853.33,Online,Grocery,Mobile,Nigeria,1,5,1964,6,1110.67,1
TXN9328,CUST90,33,177184,3290.43,ATM,Grocery,Web,India,1,0,3772,1,481.57,0
TXN9329,CUST1296,32,118100,277.24,POS,Travel,Mobile,Nigeria,0,0,832,7,554.76,0
TXN9330,CUST1982,65,479893,6407.75,Online,Grocery,Mobile,India,0,1,4950,5,1457.75,0
TXN9331,CUST1852,21,84566,4970.49,ATM,Travel,Mobile,USA,1,4,4708,8,262.49,1
TXN9332,CUST557,61,13887,4719.38,POS,Travel,Web,USA,1,2,2644,10,2075.38,0
TXN9333,CUST279,24,416529,5039.21,UPI,Travel,Web,Nigeria,1,2,4847,7,192.21,0
TXN9334,CUST48,45,31720,2956.78,UPI,Grocery,Mobile,Nigeria,1,5,4587,1,1630.22,1
TXN9335,CUST1594,60,325724,1781.31,POS,Travel,Mobile,USA,0,3,3508,3,1726.69,0
TXN9336,CUST1153,69,448084,1835.13,Online,Restaurant,Mobile,Nigeria,0,5,1164,3,671.13,1
TXN9337,CUST93,61,488615,4577.08,Online,Grocery,Web,India,0,3,4752,4,174.92,0
TXN9338,CUST1587,23,193364,6351.52,Online,Grocery,Web,UK,1,4,3652,6,2699.52,1
TXN9339,CUST491,49,1409,3161.19,POS,Grocery,Mobile,India,0,3,1590,7,1571.19,0
TXN9340,CUST1333,37,210549,2620.54,ATM,Travel,Mobile,UK,1,2,1757,4,863.54,0
TXN9341,CUST769,33,369114,402.85,ATM,Electronics,Web,USA,0,3,1018,5,615.15,0
TXN9342,CUST815,70,465642,2392.6,POS,Restaurant,Web,UK,1,1,1884,9,508.6,0
TXN9343,CUST654,36,256841,2268.91,Online,Travel,Web,India,1,1,3358,8,1089.09,0
TXN9344,CUST1419,69,369208,3428.74,POS,Electronics,Mobile,India,1,0,2872,3,556.74,0
TXN9345,CUST1133,23,116979,1827.52,POS,Travel,Mobile,UK,0,4,2852,5,1024.48,1
TXN9346,CUST639,69,23950,5425.28,UPI,Electronics,Mobile,UK,0,1,4323,4,1102.28,0
TXN9347,CUST1618,60,156417,652.47,UPI,Electronics,Web,UK,1,4,4546,5,3893.53,1
TXN9348,CUST690,63,288020,2118.42,POS,Restaurant,Mobile,Nigeria,1,2,2105,10,13.42,0
TXN9349,CUST1664,19,247183,8219.01,UPI,Electronics,Web,USA,1,2,4131,5,4088.01,0
TXN9350,CUST350,44,20797,1322.67,UPI,Electronics,Web,UK,0,4,1718,1,395.33,1
TXN9351,CUST587,55,230807,348.45,Online,Travel,Mobile,Nigeria,1,5,578,4,229.55,1
TXN9352,CUST468,28,252138,715.38,UPI,Electronics,Mobile,UK,0,1,1148,9,432.62,0
TXN9353,CUST830,45,200890,5707.69,UPI,Travel,Mobile,India,1,4,3852,1,1855.69,1
TXN9354,CUST868,67,477686,5287.5,UPI,Restaurant,Web,Nigeria,1,0,3738,3,1549.5,0
TXN9355,CUST1026,51,300287,1444.36,POS,Restaurant,Web,UK,1,5,2995,1,1550.64,1
TXN9356,CUST1484,56,187329,1734.13,ATM,Electronics,Web,India,1,5,4816,7,3081.87,1
TXN9357,CUST1132,25,138605,1899.25,ATM,Grocery,Web,UK,1,1,3675,5,1775.75,0
TXN9358,CUST1854,29,175060,3009.3,ATM,Restaurant,Web,USA,0,3,1816,9,1193.3,0
